id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn
38086,15732478,Lucchesi,709,Germany,Female,34.0,4,126473.33,2,1.0,1.0,161440.8,0
4725,15633944,P'eng,487,France,Female,38.0,6,0.0,2,1.0,1.0,66810.48,0
10949,15758531,Achebe,725,France,Male,27.0,4,0.0,2,1.0,0.0,73882.75,0
85064,15648032,Hsia,704,France,Female,36.0,8,0.0,2,1.0,1.0,104719.9,0
106085,15732334,Fan,635,France,Male,39.0,8,0.0,2,0.0,1.0,117948.0,0
47318,15790958,Sanders,581,Spain,Male,58.0,1,0.0,2,0.0,1.0,35884.91,0
5111,15673578,Kenenna,642,Germany,Male,36.0,7,140080.32,2,1.0,1.0,157908.19,0
99198,15649211,Fokina,708,Spain,Male,42.0,3,83015.71,1,1.0,0.0,101089.76,1
142176,15654700,Obialo,699,France,Female,37.0,3,96479.81,1,1.0,0.0,73329.08,0
52698,15683157,Nwora,701,France,Male,34.0,9,146605.27,1,1.0,1.0,77119.45,0
68393,15610105,Hsu,584,France,Female,33.0,9,125193.96,1,1.0,1.0,176984.34,0
149026,15778515,Baresi,709,France,Male,42.0,7,0.0,2,1.0,0.0,96866.93,0
21719,15749123,Genovesi,628,France,Female,50.0,10,0.0,2,1.0,1.0,28204.36,0
127323,15663416,O'Brien,569,Spain,Male,40.0,9,0.0,2,1.0,1.0,127431.57,0
8738,15663410,Chiemenam,686,Germany,Female,30.0,4,82344.84,2,1.0,1.0,115268.86,0
109530,15621435,Udegbulam,645,France,Female,44.0,3,130170.91,2,1.0,0.0,126473.42,1
139837,15588933,Ts'ao,648,France,Male,33.0,7,0.0,2,1.0,0.0,92815.91,0
15835,15772601,Ku,845,France,Female,41.0,2,81733.74,2,0.0,0.0,199761.29,1
49675,15721779,Kao,595,Spain,Male,47.0,10,91091.06,1,0.0,0.0,134986.34,1
21846,15754577,Uspensky,811,France,Female,44.0,4,0.0,1,1.0,0.0,141896.74,1
3551,15587311,Ludowici,726,France,Female,42.0,0,109471.79,1,0.0,1.0,175161.05,1
45797,15746805,Greco,704,Germany,Male,54.0,3,119963.45,3,1.0,0.0,55387.28,1
40968,15809847,Tsao,544,France,Female,35.0,7,0.0,2,0.0,0.0,9902.39,0
161369,15743538,Pickering,597,France,Male,32.0,0,0.0,2,1.0,0.0,20081.3,0
129522,15639278,T'ien,778,France,Male,43.0,9,0.0,2,1.0,1.0,143086.09,0
69517,15574115,Y?,573,France,Male,30.0,2,0.0,2,1.0,0.0,169122.54,0
73563,15641691,Tuan,695,France,Male,32.0,8,0.0,2,1.0,1.0,74462.99,0
140647,15676526,Lucciano,581,Germany,Male,46.0,0,86053.52,2,0.0,1.0,137784.25,0
33427,15781678,Pisani,470,Spain,Male,33.0,5,0.0,2,1.0,1.0,103792.53,0
